Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26,SE27
Metropolitana,13,Providencia,13123,157749.0,0,0.0,0.0,3.0,28.0,64.0,22.0,24.0,35.0,43.0,40.0,94.0,274.0,316.0,392.0,426.0,289.0,227.0,196.0,114.0,4.0
Metropolitana,13,Pudahuel,13124,253139.0,0,0.0,1.0,1.0,3.0,20.0,27.0,38.0,42.0,47.0,137.0,364.0,665.0,1010.0,1280.0,1255.0,1315.0,862.0,733.0,325.0,3.0
Metropolitana,13,Puente Alto,13201,645909.0,0,0.0,2.0,3.0,12.0,64.0,103.0,184.0,209.0,332.0,376.0,861.0,1555.0,2190.0,2570.0,2588.0,2821.0,2367.0,1777.0,905.0,13.0
Metropolitana,13,Quilicura,13125,254694.0,0,0.0,0.0,3.0,3.0,20.0,31.0,45.0,45.0,136.0,318.0,551.0,814.0,950.0,889.0,1033.0,1087.0,882.0,624.0,247.0,6.0
Metropolitana,13,Quinta Normal,13126,136368.0,0,0.0,0.0,2.0,6.0,14.0,26.0,40.0,51.0,53.0,99.0,265.0,461.0,581.0,703.0,729.0,651.0,525.0,396.0,197.0,2.0
Metropolitana,13,Recoleta,13127,190075.0,0,0.0,0.0,0.0,7.0,14.0,18.0,40.0,46.0,115.0,284.0,740.0,1183.0,1119.0,987.0,863.0,768.0,580.0,476.0,200.0,6.0
Metropolitana,13,Renca,13128,160847.0,0,0.0,0.0,0.0,4.0,7.0,11.0,9.0,35.0,67.0,111.0,296.0,630.0,731.0,832.0,781.0,831.0,796.0,860.0,395.0,12.0
Metropolitana,13,San Bernardo,13401,334836.0,0,0.0,0.0,1.0,6.0,23.0,41.0,66.0,79.0,123.0,162.0,340.0,658.0,895.0,1069.0,1303.0,1416.0,1227.0,1013.0,543.0,9.0
Metropolitana,13,San Joaquin,13129,103485.0,0,0.0,0.0,0.0,1.0,15.0,22.0,14.0,37.0,42.0,84.0,227.0,503.0,646.0,456.0,484.0,563.0,465.0,330.0,180.0,5.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,24.0,48.0,54.0,92.0,67.0,77.0,60.0,37.0,33.0,1.0
Metropolitana,13,San Miguel,13130,133059.0,0,0.0,1.0,0.0,3.0,27.0,22.0,27.0,46.0,49.0,78.0,202.0,439.0,509.0,610.0,598.0,644.0,481.0,442.0,174.0,1.0
Metropolitana,13,San Pedro,13505,11953.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,9.0,16.0,16.0,21.0,27.0,9.0,31.0,21.0,0.0
Metropolitana,13,San Ramon,13131,86510.0,0,0.0,0.0,0.0,1.0,2.0,11.0,11.0,13.0,42.0,91.0,247.0,456.0,552.0,532.0,457.0,555.0,417.0,297.0,140.0,1.0
Metropolitana,13,Santiago,13101,503147.0,0,0.0,1.0,2.0,29.0,100.0,106.0,150.0,167.0,173.0,387.0,948.0,1670.0,1659.0,1820.0,1594.0,1426.0,1172.0,909.0,406.0,9.0
Metropolitana,13,Talagante,13601,81838.0,0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,3.0,10.0,10.0,44.0,59.0,94.0,125.0,154.0,184.0,220.0,193.0,115.0,1.0
Metropolitana,13,Tiltil,13303,21477.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,5.0,11.0,34.0,43.0,58.0,61.0,92.0,61.0,47.0,28.0,1.0
Metropolitana,13,Vitacura,13132,96774.0,0,0.0,0.0,6.0,32.0,50.0,29.0,14.0,7.0,5.0,13.0,56.0,158.0,208.0,178.0,145.0,134.0,94.0,88.0,54.0,4.0
Metropolitana,13,Desconocido Metropolitana,,,0,0.0,0.0,0.0,8.0,10.0,10.0,45.0,212.0,391.0,614.0,793.0,1744.0,2761.0,2937.0,2198.0,1910.0,1844.0,1891.0,1625.0,96.0
Metropolitana,13,Total,,8125072.0,0.0,1.0,13.0,69.0,353.0,1025.0,1123.0,1465.0,1952.0,2910.0,5330.0,12439.0,23438.0,30545.0,34070.0,33628.0,33853.0,27681.0,22308.0,11571.0,268.0
,,,,,,,,,,,,,,,,,,,,,,,,,
Del Libertador General Bernardo O’Higgins,06,Chepica,6302,15925.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,6.0,21.0,17.0,9.0,0.0
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,6303,37696.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,8.0,7.0,12.0,17.0,16.0,16.0,0.0
Del Libertador General Bernardo O’Higgins,06,Codegua,6102,14096.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,13.0,18.0,22.0,22.0,0.0
Del Libertador General Bernardo O’Higgins,06,Coinco,6103,7831.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,8.0,3.0,5.0,7.0,17.0,9.0,0.0
Del Libertador General Bernardo O’Higgins,06,Coltauco,6104,21263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,13.0,4.0,4.0,9.0,19.0,16.0,1.0
Del Libertador General Bernardo O’Higgins,06,Donihue,6105,22700.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,16.0,15.0,9.0,19.0,31.0,67.0,30.0,1.0
Del Libertador General Bernardo O’Higgins,06,Graneros,6106,36504.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,22.0,24.0,22.0,31.0,48.0,62.0,43.0,3.0
Del Libertador General Bernardo O’Higgins,06,La Estrella,6202,3114.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,12.0,0.0
Del Libertador General Bernardo O’Higgins,06,Las Cabras,6107,26749.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,9.0,15.0,23.0,25.0,0.0
Del Libertador General Bernardo O’Higgins,06,Litueche,6203,6765.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,0.0,1.0,6.0,14.0,21.0,2.0,0.0
Del Libertador General Bernardo O’Higgins,06,Lolol,6304,7289.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,5.0,7.0,5.0,9.0,0.0
Del Libertador General Bernardo O’Higgins,06,Machali,6108,59913.0,0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,4.0,9.0,18.0,25.0,36.0,55.0,103.0,219.0,141.0,2.0
Del Libertador General Bernardo O’Higgins,06,Malloa,6109,14163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,6.0,11.0,11.0,9.0,0.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,6204,7632.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,3.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Mostazal,6110,27462.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,15.0,21.0,27.0,23.0,24.0,27.0,0.0
Del Libertador General Bernardo O’Higgins,06,Nancagua,6305,19141.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,5.0,9.0,7.0,12.0,8.0,2.0,0.0
Del Libertador General Bernardo O’Higgins,06,Navidad,6205,6904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,6.0,1.0,11.0,12.0,8.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Olivar,6111,14624.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,8.0,4.0,12.0,5.0,12.0,16.0,26.0,23.0,0.0
Del Libertador General Bernardo O’Higgins,06,Palmilla,6306,13299.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,5.0,2.0,1.0
Del Libertador General Bernardo O’Higgins,06,Paredones,6206,6349.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peralillo,6307,11848.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,12.0,11.0,1.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peumo,6112,14952.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pichidegua,6113,20743.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,2.0,5.0,9.0,14.0,16.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pichilemu,6201,17882.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,6.0,5.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Placilla,6308,9164.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0,10.0,3.0,2.0,5.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pumanque,6309,3531.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,6114,13877.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,10.0,16.0,14.0,0.0
Del Libertador General Bernardo O’Higgins,06,Rancagua,6101,265211.0,0,0.0,0.0,0.0,0.0,9.0,4.0,7.0,3.0,8.0,13.0,27.0,87.0,176.0,222.0,282.0,424.0,653.0,1047.0,650.0,22.0
Del Libertador General Bernardo O’Higgins,06,Rengo,6115,63710.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,5.0,3.0,8.0,19.0,30.0,26.0,43.0,74.0,114.0,87.0,0.0
Del Libertador General Bernardo O’Higgins,06,Requinoa,6116,30371.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,13.0,20.0,15.0,42.0,68.0,48.0,1.0
Del Libertador General Bernardo O’Higgins,06,San Fernando,6301,78642.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0,9.0,23.0,16.0,22.0,26.0,57.0,40.0,1.0
Del Libertador General Bernardo O’Higgins,06,San Vicente,6117,50617.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,16.0,25.0,16.0,12.0,21.0,37.0,46.0,34.0,1.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,6310,41096.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,9.0,7.0,18.0,21.0,14.0,10.0,1.0
Del Libertador General Bernardo O’Higgins,06,Desconocido O’Higgins,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,12.0,0.0,8.0,5.0,64.0,63.0,11.0
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,0.0,0.0,1.0,0.0,1.0,22.0,16.0,11.0,11.0,20.0,49.0,67.0,224.0,398.0,497.0,547.0,823.0,1283.0,2030.0,1378.0,45.0
,,,,,,,,,,,,,,,,,,,,,,,,,
Maule,07,Cauquenes,7201,44143.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,9.0,2.0,1.0,6.0,12.0,15.0,52.0,55.0,46.0,52.0,35.0,2.0
Maule,07,Chanco,7202,9331.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0,9.0,1.0,0.0
Maule,07,Colbun,7402,22565.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,9.0,13.0,15.0,10.0,23.0,23.0,12.0,0.0
Maule,07,Constitucion,7102,50348.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,4.0,1.0,2.0,3.0,5.0,6.0,19.0,24.0,49.0,39.0,2.0
Maule,07,Curepto,7103,9426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,9.0,4.0,0.0
Maule,07,Curico,7301,163626.0,0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,12.0,10.0,10.0,12.0,20.0,43.0,148.0,192.0,276.0,264.0,237.0,172.0,3.0
Maule,07,Empedrado,7104,4206.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,4.0,0.0
Maule,07,Hualane,7302,10222.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,29.0,29.0,20.0,11.0,4.0,0.0
Maule,07,Licanten,7303,6989.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,1.0,0.0
Maule,07,Linares,7401,101073.0,0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,4.0,6.0,3.0,4.0,13.0,17.0,18.0,30.0,43.0,80.0,90.0,58.0,2.0
Maule,07,Longavi,7403,32810.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,12.0,11.0,23.0,28.0,50.0,32.0,11.0,0.0
Maule,07,Maule,7105,60000.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,13.0,2.0,0.0,3.0,13.0,13.0,30.0,31.0,34.0,50.0,21.0,0.0
Maule,07,Molina,7304,49800.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,9.0,22.0,24.0,24.0,45.0,37.0,0.0
Maule,07,Parral,7404,44544.0,0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,6.0,42.0,56.0,33.0,25.0,31.0,12.0,0.0
Maule,07,Pelarco,7106,9083.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,5.0,4.0,5.0,6.0,3.0,3.0,2.0,0.0
Maule,07,Pelluhue,7203,8092.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,12.0,13.0,10.0,0.0,0.0
Maule,07,Pencahue,7107,8601.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,7.0,3.0,6.0,0.0
Maule,07,Rauco,7305,11248.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,6.0,6.0,15.0,3.0,7.0,0.0
Maule,07,Retiro,7405,21071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,44.0,17.0,19.0,13.0,5.0,0.0
Maule,07,Rio Claro,7108,14753.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,8.0,3.0,4.0,14.0,9.0,0.0
Maule,07,Romeral,7306,16170.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,12.0,20.0,23.0,36.0,57.0,29.0,0.0
Maule,07,Sagrada Familia,7307,19469.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,7.0,17.0,11.0,9.0,6.0,0.0
Maule,07,San Clemente,7109,46292.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,8.0,6.0,14.0,18.0,20.0,38.0,44.0,65.0,53.0,0.0
Maule,07,San Javier,7406,49451.0,0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,7.0,4.0,3.0,7.0,8.0,9.0,22.0,51.0,42.0,38.0,24.0,2.0
Maule,07,San Rafael,7110,9959.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,10.0,28.0,7.0,17.0,8.0,10.0,13.0,1.0
Maule,07,Talca,7101,236724.0,0,0.0,0.0,4.0,9.0,13.0,19.0,11.0,16.0,74.0,17.0,12.0,22.0,53.0,73.0,83.0,164.0,210.0,273.0,182.0,4.0
Maule,07,Teno,7308,30850.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,7.0,12.0,32.0,29.0,20.0,0.0
Maule,07,Vichuquen,7309,4381.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maule,07,Villa Alegre,7407,17512.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,9.0,17.0,10.0,9.0,5.0,0.0
Maule,07,Yerbas Buenas,7408,19200.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,9.0,12.0,23.0,13.0,16.0,7.0,5.0,0.0
Maule,07,Desconocido Maule,,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,7.0,12.0,10.0,0.0
Maule,07,Total,,1131939.0,0.0,0.0,1.0,6.0,11.0,29.0,52.0,48.0,67.0,168.0,49.0,52.0,121.0,248.0,487.0,736.0,970.0,1086.0,1212.0,787.0,16.0
,,,,,,,,,,,,,,,,,,,,,,,,,
Nuble,16,Bulnes,16102,22607.0,0,0.0,0.0,0.0,0.0,9.0,27.0,10.0,7.0,8.0,8.0,9.0,23.0,44.0,26.0,19.0,17.0,16.0,19.0,12.0,1.0
Nuble,16,Chillan,16101,198624.0,0,0.0,0.0,1.0,28.0,119.0,117.0,75.0,33.0,25.0,17.0,15.0,20.0,64.0,59.0,68.0,112.0,123.0,170.0,104.0,5.0
Nuble,16,Chillan Viejo,16103,33827.0,0,0.0,0.0,0.0,5.0,7.0,19.0,7.0,14.0,3.0,1.0,0.0,4.0,15.0,22.0,12.0,27.0,21.0,25.0,18.0,0.0
Nuble,16,Cobquecura,16202,5275.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuble,16,Coelemu,16203,16845.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,8.0,9.0,18.0,4.0,0.0
Nuble,16,Coihueco,16302,28375.0,0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,12.0,12.0,3.0,1.0,8.0,1.0,1.0,5.0,11.0,17.0,11.0,2.0
Nuble,16,El Carmen,16104,12334.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,15.0,4.0,16.0,9.0,6.0,0.0
Nuble,16,Ninhue,16204,5414.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,7.0,7.0,8.0,0.0
Nuble,16,Niquen,16303,11567.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,11.0,17.0,18.0,4.0,4.0,0.0
Nuble,16,Pemuco,16105,8639.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,5.0,20.0,32.0,2.0,0.0
Nuble,16,Pinto,16106,11880.0,0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,8.0,7.0,0.0
Nuble,16,Portezuelo,16205,4940.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
Nuble,16,Quillon,16107,18777.0,0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,0.0,2.0,2.0,2.0,9.0,6.0,13.0,24.0,20.0,15.0,4.0,0.0
Nuble,16,Quirihue,16201,12192.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,7.0,4.0,1.0,4.0,1.0,1.0,8.0,8.0,0.0
Nuble,16,Ranquil,16206,6261.0,0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0
Nuble,16,San Carlos,16301,56252.0,0,0.0,0.0,0.0,2.0,5.0,11.0,9.0,2.0,3.0,3.0,3.0,7.0,7.0,13.0,28.0,60.0,92.0,52.0,24.0,0.0
Nuble,16,San Fabian,16304,4654.0,0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuble,16,San Ignacio,16108,16624.0,0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,6.0,8.0,9.0,52.0,38.0,4.0,0.0
Nuble,16,San Nicolas,16305,12172.0,0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,4.0,0.0,0.0,0.0,2.0,3.0,9.0,8.0,9.0,5.0,3.0,7.0,0.0
Nuble,16,Treguaco,16207,5696.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Nuble,16,Yungay,16109,18596.0,0,0.0,0.0,0.0,0.0,3.0,16.0,21.0,3.0,4.0,6.0,2.0,2.0,2.0,0.0,6.0,2.0,5.0,11.0,11.0,0.0
Nuble,16,Desconocido Nuble,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuble,16,Total,,511551.0,0.0,0.0,0.0,1.0,35.0,167.0,222.0,164.0,74.0,61.0,52.0,39.0,74.0,178.0,167.0,213.0,304.0,423.0,446.0,235.0,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,
Biobio,08,Alto Biobio,8314,6775.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,55.0,31.0,12.0,10.0,2.0,0.0
Biobio,08,Antuco,8302,4306.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,13.0,2.0,5.0,17.0,5.0,0.0
Biobio,08,Arauco,8202,38679.0,0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,4.0,14.0,17.0,24.0,22.0,32.0,65.0,53.0,0.0
Biobio,08,Cabrero,8303,30725.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,7.0,1.0,3.0,4.0,2.0,3.0,3.0,8.0,23.0,35.0,14.0,3.0
Biobio,08,Canete,8203,37003.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,7.0,1.0,7.0,4.0,0.0
Biobio,08,Chiguayante,8103,91180.0,0,0.0,0.0,0.0,5.0,5.0,9.0,16.0,11.0,10.0,12.0,8.0,7.0,9.0,9.0,26.0,40.0,60.0,52.0,43.0,1.0
Biobio,08,Concepcion,8101,238092.0,0,0.0,1.0,1.0,7.0,28.0,30.0,23.0,22.0,18.0,14.0,19.0,19.0,21.0,91.0,99.0,132.0,251.0,252.0,137.0,7.0
Biobio,08,Contulmo,8204,6330.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,27.0,0.0
Biobio,08,Coronel,8102,125829.0,0,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,0.0,5.0,2.0,14.0,15.0,50.0,130.0,112.0,152.0,219.0,125.0,5.0
Biobio,08,Curanilahue,8205,33892.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,11.0,9.0,17.0,11.0,0.0
Biobio,08,Florida,8104,11841.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,7.0,9.0,0.0
Biobio,08,Hualpen,8112,97273.0,0,0.0,0.0,0.0,3.0,23.0,33.0,27.0,17.0,8.0,2.0,6.0,11.0,9.0,17.0,29.0,24.0,69.0,80.0,77.0,1.0
Biobio,08,Hualqui,8105,26201.0,0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,9.0,0.0,1.0,2.0,5.0,12.0,7.0,13.0,17.0,38.0,25.0,2.0
Biobio,08,Laja,8304,23873.0,0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,1.0,17.0,20.0,8.0,7.0,8.0,10.0,16.0,22.0,9.0
Biobio,08,Lebu,8201,27100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,5.0,8.0,3.0,0.0
Biobio,08,Los Alamos,8206,22524.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,4.0,39.0,18.0,0.0
Biobio,08,Los Angeles,8301,218515.0,0,0.0,0.0,0.0,3.0,6.0,9.0,6.0,5.0,4.0,0.0,4.0,32.0,64.0,90.0,79.0,89.0,90.0,132.0,117.0,6.0
Biobio,08,Lota,8106,45750.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,10.0,15.0,21.0,22.0,43.0,67.0,53.0,4.0
Biobio,08,Mulchen,8305,31041.0,0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,11.0,3.0,3.0,12.0,20.0,1.0
