region_residencia,comuna_residencia,Fecha defunciones,confirmados,sospechosos,totales
Metropolitana de Santiago,Puente Alto,2020-08-12,2.0,1.0,3.0
Metropolitana de Santiago,Puente Alto,2020-08-14,3.0,,3.0
Metropolitana de Santiago,Puente Alto,2020-08-15,1.0,3.0,4.0
Metropolitana de Santiago,Puente Alto,2020-08-16,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-08-17,4.0,2.0,6.0
Metropolitana de Santiago,Puente Alto,2020-08-18,2.0,1.0,3.0
Metropolitana de Santiago,Quilicura,2020-05-04,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-05-05,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-05-06,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-05-07,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-05-09,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-05-10,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-05-11,1.0,1.0,2.0
Metropolitana de Santiago,Quilicura,2020-05-12,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-05-13,3.0,,3.0
Metropolitana de Santiago,Quilicura,2020-05-14,,3.0,3.0
Metropolitana de Santiago,Quilicura,2020-05-16,1.0,2.0,3.0
Metropolitana de Santiago,Quilicura,2020-05-18,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-05-19,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-05-20,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-05-22,3.0,,3.0
Metropolitana de Santiago,Quilicura,2020-05-23,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-05-25,3.0,1.0,4.0
Metropolitana de Santiago,Quilicura,2020-05-26,5.0,,5.0
Metropolitana de Santiago,Quilicura,2020-05-27,3.0,,3.0
Metropolitana de Santiago,Quilicura,2020-05-28,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-05-29,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-05-30,4.0,,4.0
Metropolitana de Santiago,Quilicura,2020-05-31,4.0,1.0,5.0
Metropolitana de Santiago,Quilicura,2020-06-01,4.0,,4.0
Metropolitana de Santiago,Quilicura,2020-06-02,,1.0,1.0
Metropolitana de Santiago,Quilicura,2020-06-03,4.0,1.0,5.0
Metropolitana de Santiago,Quilicura,2020-06-04,5.0,1.0,6.0
Metropolitana de Santiago,Quilicura,2020-06-05,3.0,,3.0
Metropolitana de Santiago,Quilicura,2020-06-06,5.0,,5.0
Metropolitana de Santiago,Quilicura,2020-06-07,3.0,1.0,4.0
Metropolitana de Santiago,Quilicura,2020-06-08,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-06-09,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-06-10,5.0,1.0,6.0
Metropolitana de Santiago,Quilicura,2020-06-11,1.0,1.0,2.0
Metropolitana de Santiago,Quilicura,2020-06-12,4.0,2.0,6.0
Metropolitana de Santiago,Quilicura,2020-06-13,5.0,,5.0
Metropolitana de Santiago,Quilicura,2020-06-14,4.0,1.0,5.0
Metropolitana de Santiago,Quilicura,2020-06-15,2.0,1.0,3.0
Metropolitana de Santiago,Quilicura,2020-06-16,3.0,,3.0
Metropolitana de Santiago,Quilicura,2020-06-17,1.0,1.0,2.0
Metropolitana de Santiago,Quilicura,2020-06-18,1.0,1.0,2.0
Metropolitana de Santiago,Quilicura,2020-06-19,3.0,,3.0
Metropolitana de Santiago,Quilicura,2020-06-20,2.0,1.0,3.0
Metropolitana de Santiago,Quilicura,2020-06-21,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-06-22,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-06-23,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-06-24,1.0,2.0,3.0
Metropolitana de Santiago,Quilicura,2020-06-25,3.0,,3.0
Metropolitana de Santiago,Quilicura,2020-06-26,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-06-27,3.0,1.0,4.0
Metropolitana de Santiago,Quilicura,2020-06-28,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-06-29,3.0,2.0,5.0
Metropolitana de Santiago,Quilicura,2020-06-30,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-07-01,3.0,,3.0
Metropolitana de Santiago,Quilicura,2020-07-02,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-07-03,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-07-04,,1.0,1.0
Metropolitana de Santiago,Quilicura,2020-07-06,,1.0,1.0
Metropolitana de Santiago,Quilicura,2020-07-07,1.0,1.0,2.0
Metropolitana de Santiago,Quilicura,2020-07-08,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-07-10,1.0,1.0,2.0
Metropolitana de Santiago,Quilicura,2020-07-11,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-07-15,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-07-16,3.0,,3.0
Metropolitana de Santiago,Quilicura,2020-07-17,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-07-18,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-07-20,,1.0,1.0
Metropolitana de Santiago,Quilicura,2020-07-21,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-07-22,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-07-23,1.0,1.0,2.0
Metropolitana de Santiago,Quilicura,2020-07-24,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-07-25,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-07-26,,1.0,1.0
Metropolitana de Santiago,Quilicura,2020-07-27,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-07-28,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-07-29,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-07-31,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-08-01,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-08-03,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-08-06,,1.0,1.0
Metropolitana de Santiago,Quilicura,2020-08-07,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-08-08,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-08-11,,1.0,1.0
Metropolitana de Santiago,Quilicura,2020-08-12,2.0,,2.0
Metropolitana de Santiago,Quilicura,2020-08-13,3.0,,3.0
Metropolitana de Santiago,Quilicura,2020-08-14,1.0,1.0,2.0
Metropolitana de Santiago,Quilicura,2020-08-16,1.0,,1.0
Metropolitana de Santiago,Quilicura,2020-08-17,1.0,1.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-04-04,,1.0,1.0
Metropolitana de Santiago,Quinta Normal,2020-04-21,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-05-04,,1.0,1.0
Metropolitana de Santiago,Quinta Normal,2020-05-09,,1.0,1.0
Metropolitana de Santiago,Quinta Normal,2020-05-16,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-05-17,2.0,1.0,3.0
Metropolitana de Santiago,Quinta Normal,2020-05-18,2.0,,2.0
Metropolitana de Santiago,Quinta Normal,2020-05-19,2.0,1.0,3.0
Metropolitana de Santiago,Quinta Normal,2020-05-21,3.0,1.0,4.0
Metropolitana de Santiago,Quinta Normal,2020-05-22,2.0,1.0,3.0
Metropolitana de Santiago,Quinta Normal,2020-05-23,2.0,,2.0
Metropolitana de Santiago,Quinta Normal,2020-05-24,2.0,3.0,5.0
Metropolitana de Santiago,Quinta Normal,2020-05-25,2.0,,2.0
Metropolitana de Santiago,Quinta Normal,2020-05-26,2.0,1.0,3.0
Metropolitana de Santiago,Quinta Normal,2020-05-27,2.0,,2.0
Metropolitana de Santiago,Quinta Normal,2020-05-28,2.0,1.0,3.0
Metropolitana de Santiago,Quinta Normal,2020-05-29,1.0,1.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-05-30,4.0,,4.0
Metropolitana de Santiago,Quinta Normal,2020-05-31,4.0,2.0,6.0
Metropolitana de Santiago,Quinta Normal,2020-06-01,4.0,,4.0
Metropolitana de Santiago,Quinta Normal,2020-06-02,4.0,1.0,5.0
Metropolitana de Santiago,Quinta Normal,2020-06-03,4.0,1.0,5.0
Metropolitana de Santiago,Quinta Normal,2020-06-04,2.0,,2.0
Metropolitana de Santiago,Quinta Normal,2020-06-05,8.0,1.0,9.0
Metropolitana de Santiago,Quinta Normal,2020-06-06,5.0,1.0,6.0
Metropolitana de Santiago,Quinta Normal,2020-06-07,8.0,2.0,10.0
Metropolitana de Santiago,Quinta Normal,2020-06-08,4.0,1.0,5.0
Metropolitana de Santiago,Quinta Normal,2020-06-09,2.0,,2.0
Metropolitana de Santiago,Quinta Normal,2020-06-10,3.0,1.0,4.0
Metropolitana de Santiago,Quinta Normal,2020-06-11,4.0,,4.0
Metropolitana de Santiago,Quinta Normal,2020-06-12,3.0,,3.0
Metropolitana de Santiago,Quinta Normal,2020-06-13,3.0,1.0,4.0
Metropolitana de Santiago,Quinta Normal,2020-06-14,3.0,1.0,4.0
Metropolitana de Santiago,Quinta Normal,2020-06-15,1.0,2.0,3.0
Metropolitana de Santiago,Quinta Normal,2020-06-16,3.0,2.0,5.0
Metropolitana de Santiago,Quinta Normal,2020-06-17,2.0,2.0,4.0
Metropolitana de Santiago,Quinta Normal,2020-06-18,4.0,3.0,7.0
Metropolitana de Santiago,Quinta Normal,2020-06-19,1.0,2.0,3.0
Metropolitana de Santiago,Quinta Normal,2020-06-20,3.0,,3.0
Metropolitana de Santiago,Quinta Normal,2020-06-21,2.0,,2.0
Metropolitana de Santiago,Quinta Normal,2020-06-22,3.0,1.0,4.0
Metropolitana de Santiago,Quinta Normal,2020-06-23,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-06-24,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-06-25,2.0,,2.0
Metropolitana de Santiago,Quinta Normal,2020-06-26,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-06-27,4.0,,4.0
Metropolitana de Santiago,Quinta Normal,2020-06-28,3.0,,3.0
Metropolitana de Santiago,Quinta Normal,2020-06-29,2.0,1.0,3.0
Metropolitana de Santiago,Quinta Normal,2020-07-01,1.0,1.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-07-02,3.0,,3.0
Metropolitana de Santiago,Quinta Normal,2020-07-03,1.0,2.0,3.0
Metropolitana de Santiago,Quinta Normal,2020-07-05,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-06,1.0,1.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-07-07,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-08,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-09,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-10,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-11,3.0,,3.0
Metropolitana de Santiago,Quinta Normal,2020-07-12,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-13,,2.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-07-14,1.0,1.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-07-15,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-16,2.0,,2.0
Metropolitana de Santiago,Quinta Normal,2020-07-17,,1.0,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-18,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-19,1.0,1.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-07-21,1.0,1.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-07-22,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-23,1.0,1.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-07-24,,2.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-07-25,1.0,1.0,2.0
Metropolitana de Santiago,Quinta Normal,2020-07-26,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-27,,1.0,1.0
Metropolitana de Santiago,Quinta Normal,2020-07-28,3.0,,3.0
Metropolitana de Santiago,Quinta Normal,2020-07-31,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-08-01,,1.0,1.0
Metropolitana de Santiago,Quinta Normal,2020-08-05,2.0,1.0,3.0
Metropolitana de Santiago,Quinta Normal,2020-08-06,,1.0,1.0
Metropolitana de Santiago,Quinta Normal,2020-08-07,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-08-08,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-08-11,,1.0,1.0
Metropolitana de Santiago,Quinta Normal,2020-08-12,1.0,,1.0
Metropolitana de Santiago,Quinta Normal,2020-08-16,2.0,,2.0
Metropolitana de Santiago,Quinta Normal,2020-08-17,,1.0,1.0
Metropolitana de Santiago,Recoleta,2020-04-14,,1.0,1.0
Metropolitana de Santiago,Recoleta,2020-04-27,,1.0,1.0
Metropolitana de Santiago,Recoleta,2020-04-30,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-05-02,,1.0,1.0
Metropolitana de Santiago,Recoleta,2020-05-06,2.0,,2.0
Metropolitana de Santiago,Recoleta,2020-05-08,,1.0,1.0
Metropolitana de Santiago,Recoleta,2020-05-10,2.0,,2.0
Metropolitana de Santiago,Recoleta,2020-05-11,,1.0,1.0
Metropolitana de Santiago,Recoleta,2020-05-12,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-05-13,1.0,1.0,2.0
Metropolitana de Santiago,Recoleta,2020-05-14,4.0,1.0,5.0
Metropolitana de Santiago,Recoleta,2020-05-16,5.0,2.0,7.0
Metropolitana de Santiago,Recoleta,2020-05-17,3.0,,3.0
Metropolitana de Santiago,Recoleta,2020-05-18,3.0,,3.0
Metropolitana de Santiago,Recoleta,2020-05-19,5.0,,5.0
Metropolitana de Santiago,Recoleta,2020-05-20,3.0,,3.0
Metropolitana de Santiago,Recoleta,2020-05-21,2.0,1.0,3.0
Metropolitana de Santiago,Recoleta,2020-05-22,7.0,1.0,8.0
Metropolitana de Santiago,Recoleta,2020-05-23,3.0,1.0,4.0
Metropolitana de Santiago,Recoleta,2020-05-24,6.0,1.0,7.0
Metropolitana de Santiago,Recoleta,2020-05-25,4.0,4.0,8.0
Metropolitana de Santiago,Recoleta,2020-05-26,9.0,1.0,10.0
Metropolitana de Santiago,Recoleta,2020-05-27,4.0,,4.0
Metropolitana de Santiago,Recoleta,2020-05-28,10.0,,10.0
Metropolitana de Santiago,Recoleta,2020-05-29,12.0,1.0,13.0
Metropolitana de Santiago,Recoleta,2020-05-30,9.0,3.0,12.0
Metropolitana de Santiago,Recoleta,2020-05-31,6.0,,6.0
Metropolitana de Santiago,Recoleta,2020-06-01,7.0,1.0,8.0
Metropolitana de Santiago,Recoleta,2020-06-02,4.0,1.0,5.0
Metropolitana de Santiago,Recoleta,2020-06-03,9.0,,9.0
Metropolitana de Santiago,Recoleta,2020-06-04,6.0,1.0,7.0
Metropolitana de Santiago,Recoleta,2020-06-05,5.0,2.0,7.0
Metropolitana de Santiago,Recoleta,2020-06-06,3.0,3.0,6.0
Metropolitana de Santiago,Recoleta,2020-06-07,8.0,1.0,9.0
Metropolitana de Santiago,Recoleta,2020-06-08,5.0,2.0,7.0
Metropolitana de Santiago,Recoleta,2020-06-09,11.0,2.0,13.0
Metropolitana de Santiago,Recoleta,2020-06-10,8.0,3.0,11.0
Metropolitana de Santiago,Recoleta,2020-06-11,11.0,2.0,13.0
Metropolitana de Santiago,Recoleta,2020-06-12,4.0,1.0,5.0
Metropolitana de Santiago,Recoleta,2020-06-13,11.0,1.0,12.0
Metropolitana de Santiago,Recoleta,2020-06-14,2.0,3.0,5.0
Metropolitana de Santiago,Recoleta,2020-06-15,3.0,2.0,5.0
Metropolitana de Santiago,Recoleta,2020-06-16,10.0,3.0,13.0
Metropolitana de Santiago,Recoleta,2020-06-17,3.0,1.0,4.0
Metropolitana de Santiago,Recoleta,2020-06-18,4.0,2.0,6.0
Metropolitana de Santiago,Recoleta,2020-06-19,3.0,1.0,4.0
Metropolitana de Santiago,Recoleta,2020-06-20,4.0,1.0,5.0
Metropolitana de Santiago,Recoleta,2020-06-21,4.0,1.0,5.0
Metropolitana de Santiago,Recoleta,2020-06-22,4.0,2.0,6.0
Metropolitana de Santiago,Recoleta,2020-06-23,3.0,1.0,4.0
Metropolitana de Santiago,Recoleta,2020-06-24,3.0,1.0,4.0
Metropolitana de Santiago,Recoleta,2020-06-25,2.0,,2.0
Metropolitana de Santiago,Recoleta,2020-06-26,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-06-27,2.0,1.0,3.0
Metropolitana de Santiago,Recoleta,2020-06-28,5.0,1.0,6.0
Metropolitana de Santiago,Recoleta,2020-06-29,2.0,2.0,4.0
Metropolitana de Santiago,Recoleta,2020-06-30,4.0,,4.0
Metropolitana de Santiago,Recoleta,2020-07-01,1.0,1.0,2.0
Metropolitana de Santiago,Recoleta,2020-07-02,3.0,,3.0
Metropolitana de Santiago,Recoleta,2020-07-03,2.0,1.0,3.0
Metropolitana de Santiago,Recoleta,2020-07-04,3.0,,3.0
Metropolitana de Santiago,Recoleta,2020-07-05,,2.0,2.0
Metropolitana de Santiago,Recoleta,2020-07-06,3.0,,3.0
Metropolitana de Santiago,Recoleta,2020-07-07,1.0,1.0,2.0
Metropolitana de Santiago,Recoleta,2020-07-08,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-07-09,4.0,1.0,5.0
Metropolitana de Santiago,Recoleta,2020-07-10,,1.0,1.0
Metropolitana de Santiago,Recoleta,2020-07-11,3.0,1.0,4.0
Metropolitana de Santiago,Recoleta,2020-07-12,3.0,1.0,4.0
Metropolitana de Santiago,Recoleta,2020-07-15,2.0,,2.0
Metropolitana de Santiago,Recoleta,2020-07-16,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-07-17,2.0,2.0,4.0
Metropolitana de Santiago,Recoleta,2020-07-20,3.0,,3.0
Metropolitana de Santiago,Recoleta,2020-07-21,1.0,2.0,3.0
Metropolitana de Santiago,Recoleta,2020-07-22,,2.0,2.0
Metropolitana de Santiago,Recoleta,2020-07-25,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-07-27,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-07-28,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-07-29,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-07-30,3.0,,3.0
Metropolitana de Santiago,Recoleta,2020-07-31,,1.0,1.0
Metropolitana de Santiago,Recoleta,2020-08-01,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-08-03,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-08-07,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-08-11,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-08-12,,1.0,1.0
Metropolitana de Santiago,Recoleta,2020-08-13,2.0,1.0,3.0
Metropolitana de Santiago,Recoleta,2020-08-15,1.0,,1.0
Metropolitana de Santiago,Recoleta,2020-08-16,,1.0,1.0
Metropolitana de Santiago,Recoleta,2020-08-17,1.0,1.0,2.0
Metropolitana de Santiago,Recoleta,2020-08-18,1.0,,1.0
Metropolitana de Santiago,Renca,2020-03-21,1.0,,1.0
Metropolitana de Santiago,Renca,2020-05-06,1.0,,1.0
Metropolitana de Santiago,Renca,2020-05-08,1.0,,1.0
Metropolitana de Santiago,Renca,2020-05-09,2.0,1.0,3.0
Metropolitana de Santiago,Renca,2020-05-13,1.0,,1.0
Metropolitana de Santiago,Renca,2020-05-14,1.0,,1.0
Metropolitana de Santiago,Renca,2020-05-17,3.0,1.0,4.0
Metropolitana de Santiago,Renca,2020-05-18,2.0,,2.0
Metropolitana de Santiago,Renca,2020-05-19,,1.0,1.0
Metropolitana de Santiago,Renca,2020-05-20,,1.0,1.0
Metropolitana de Santiago,Renca,2020-05-21,1.0,,1.0
Metropolitana de Santiago,Renca,2020-05-22,1.0,2.0,3.0
Metropolitana de Santiago,Renca,2020-05-23,4.0,,4.0
Metropolitana de Santiago,Renca,2020-05-24,2.0,,2.0
Metropolitana de Santiago,Renca,2020-05-26,5.0,1.0,6.0
Metropolitana de Santiago,Renca,2020-05-27,1.0,2.0,3.0
Metropolitana de Santiago,Renca,2020-05-28,3.0,,3.0
Metropolitana de Santiago,Renca,2020-05-29,2.0,1.0,3.0
Metropolitana de Santiago,Renca,2020-05-30,3.0,1.0,4.0
Metropolitana de Santiago,Renca,2020-05-31,5.0,1.0,6.0
Metropolitana de Santiago,Renca,2020-06-01,8.0,1.0,9.0
Metropolitana de Santiago,Renca,2020-06-02,4.0,,4.0
Metropolitana de Santiago,Renca,2020-06-03,4.0,1.0,5.0
Metropolitana de Santiago,Renca,2020-06-04,2.0,,2.0
Metropolitana de Santiago,Renca,2020-06-05,6.0,1.0,7.0
Metropolitana de Santiago,Renca,2020-06-06,3.0,4.0,7.0
Metropolitana de Santiago,Renca,2020-06-07,1.0,,1.0
Metropolitana de Santiago,Renca,2020-06-08,4.0,1.0,5.0
Metropolitana de Santiago,Renca,2020-06-09,4.0,2.0,6.0
Metropolitana de Santiago,Renca,2020-06-10,2.0,1.0,3.0
Metropolitana de Santiago,Renca,2020-06-11,5.0,,5.0
Metropolitana de Santiago,Renca,2020-06-12,3.0,,3.0
Metropolitana de Santiago,Renca,2020-06-13,5.0,2.0,7.0
Metropolitana de Santiago,Renca,2020-06-14,3.0,1.0,4.0
Metropolitana de Santiago,Renca,2020-06-15,6.0,,6.0
Metropolitana de Santiago,Renca,2020-06-16,4.0,,4.0
Metropolitana de Santiago,Renca,2020-06-17,5.0,1.0,6.0
Metropolitana de Santiago,Renca,2020-06-18,2.0,,2.0
Metropolitana de Santiago,Renca,2020-06-19,3.0,1.0,4.0
Metropolitana de Santiago,Renca,2020-06-20,2.0,,2.0
Metropolitana de Santiago,Renca,2020-06-21,1.0,,1.0
Metropolitana de Santiago,Renca,2020-06-22,2.0,1.0,3.0
Metropolitana de Santiago,Renca,2020-06-23,4.0,,4.0
Metropolitana de Santiago,Renca,2020-06-24,6.0,,6.0
Metropolitana de Santiago,Renca,2020-06-25,1.0,,1.0
Metropolitana de Santiago,Renca,2020-06-26,3.0,,3.0
Metropolitana de Santiago,Renca,2020-06-27,4.0,,4.0
Metropolitana de Santiago,Renca,2020-06-28,1.0,,1.0
Metropolitana de Santiago,Renca,2020-06-29,,1.0,1.0
Metropolitana de Santiago,Renca,2020-06-30,6.0,1.0,7.0
Metropolitana de Santiago,Renca,2020-07-01,3.0,,3.0
Metropolitana de Santiago,Renca,2020-07-02,3.0,1.0,4.0
Metropolitana de Santiago,Renca,2020-07-03,4.0,,4.0
Metropolitana de Santiago,Renca,2020-07-04,,1.0,1.0
Metropolitana de Santiago,Renca,2020-07-05,1.0,,1.0
Metropolitana de Santiago,Renca,2020-07-06,2.0,,2.0
Metropolitana de Santiago,Renca,2020-07-07,1.0,,1.0
Metropolitana de Santiago,Renca,2020-07-08,2.0,,2.0
Metropolitana de Santiago,Renca,2020-07-09,4.0,,4.0
Metropolitana de Santiago,Renca,2020-07-10,1.0,,1.0
Metropolitana de Santiago,Renca,2020-07-11,3.0,1.0,4.0
Metropolitana de Santiago,Renca,2020-07-13,3.0,,3.0
Metropolitana de Santiago,Renca,2020-07-14,3.0,1.0,4.0
Metropolitana de Santiago,Renca,2020-07-15,1.0,,1.0
Metropolitana de Santiago,Renca,2020-07-16,2.0,,2.0
Metropolitana de Santiago,Renca,2020-07-17,1.0,,1.0
Metropolitana de Santiago,Renca,2020-07-19,5.0,1.0,6.0
Metropolitana de Santiago,Renca,2020-07-20,,1.0,1.0
Metropolitana de Santiago,Renca,2020-07-21,2.0,,2.0
Metropolitana de Santiago,Renca,2020-07-22,1.0,,1.0
Metropolitana de Santiago,Renca,2020-07-23,2.0,,2.0
Metropolitana de Santiago,Renca,2020-07-24,2.0,,2.0
Metropolitana de Santiago,Renca,2020-07-25,3.0,,3.0
Metropolitana de Santiago,Renca,2020-07-26,2.0,,2.0
Metropolitana de Santiago,Renca,2020-07-27,3.0,,3.0
Metropolitana de Santiago,Renca,2020-07-28,2.0,,2.0
Metropolitana de Santiago,Renca,2020-07-29,1.0,2.0,3.0
Metropolitana de Santiago,Renca,2020-07-30,1.0,,1.0
Metropolitana de Santiago,Renca,2020-07-31,1.0,1.0,2.0
Metropolitana de Santiago,Renca,2020-08-01,1.0,1.0,2.0
Metropolitana de Santiago,Renca,2020-08-02,1.0,,1.0
Metropolitana de Santiago,Renca,2020-08-04,1.0,1.0,2.0
Metropolitana de Santiago,Renca,2020-08-05,1.0,,1.0
Metropolitana de Santiago,Renca,2020-08-06,,1.0,1.0
Metropolitana de Santiago,Renca,2020-08-07,,1.0,1.0
Metropolitana de Santiago,Renca,2020-08-08,2.0,,2.0
Metropolitana de Santiago,Renca,2020-08-09,,2.0,2.0
Metropolitana de Santiago,Renca,2020-08-10,2.0,,2.0
Metropolitana de Santiago,Renca,2020-08-11,1.0,,1.0
Metropolitana de Santiago,Renca,2020-08-13,1.0,,1.0
Metropolitana de Santiago,Renca,2020-08-14,2.0,,2.0
Metropolitana de Santiago,Renca,2020-08-15,,2.0,2.0
Metropolitana de Santiago,Renca,2020-08-16,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-03-26,,1.0,1.0
Metropolitana de Santiago,San Bernardo,2020-04-02,,1.0,1.0
Metropolitana de Santiago,San Bernardo,2020-04-03,,1.0,1.0
Metropolitana de Santiago,San Bernardo,2020-04-08,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-04-10,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-04-12,,1.0,1.0
Metropolitana de Santiago,San Bernardo,2020-04-13,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-04-15,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-04-18,,1.0,1.0
Metropolitana de Santiago,San Bernardo,2020-04-27,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-04-30,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-05-06,,1.0,1.0
Metropolitana de Santiago,San Bernardo,2020-05-09,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-05-10,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-05-14,2.0,1.0,3.0
Metropolitana de Santiago,San Bernardo,2020-05-15,2.0,,2.0
Metropolitana de Santiago,San Bernardo,2020-05-16,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-05-17,1.0,1.0,2.0
Metropolitana de Santiago,San Bernardo,2020-05-18,3.0,,3.0
Metropolitana de Santiago,San Bernardo,2020-05-19,1.0,1.0,2.0
Metropolitana de Santiago,San Bernardo,2020-05-20,4.0,,4.0
Metropolitana de Santiago,San Bernardo,2020-05-21,4.0,2.0,6.0
Metropolitana de Santiago,San Bernardo,2020-05-22,2.0,,2.0
Metropolitana de Santiago,San Bernardo,2020-05-23,2.0,2.0,4.0
Metropolitana de Santiago,San Bernardo,2020-05-24,7.0,,7.0
Metropolitana de Santiago,San Bernardo,2020-05-25,1.0,,1.0
Metropolitana de Santiago,San Bernardo,2020-05-26,3.0,3.0,6.0
